Supplementary Data 1. 3'aTWAS genes of 11 brain disorders.,,,,,,,,,,
Disease,PANEL,Transcript ID,Gene symbol,3'aTWAS.Z,3'aTWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_016612@SLC25A37@chr8@+,SLC25A37,-4.073,4.65E-05,0.653,0.103,0.025,0.004,0.215
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,4.68425,2.81E-06,0.002,0.001,0.558,0.298,0.141
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,4.69369,2.68E-06,0.002,0.001,0.53,0.316,0.151
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_001322949@FRMD5@chr15@-,FRMD5,4.42,9.86E-06,0.805,0.093,0.022,0.002,0.078
ANX,Brain_Frontal_Cortex_BA9,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,7.319,2.49E-13,0,0,0.489,0.008,0.503
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.253,1.54E-16,0,0,0,0.01,0.99
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_004247@EFTUD2@chr17@-,EFTUD2,4.336,1.45E-05,0.138,0.02,0.38,0.054,0.409
ANX,Brain_Hippocampus,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-3.9836,6.79E-05,0,0.084,0,0.027,0.889
ANX,Brain_Hippocampus,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-3.9243,8.70E-05,0,0.086,0,0.028,0.886
ANX,Brain_Hippocampus,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.5704,4.87E-06,0,0.001,0,0.916,0.083
ANX,Brain_Hippocampus,ALL.NM_017551@GRID1@chr10@-,GRID1,-4.185,2.86E-05,0.492,0.284,0.01,0.006,0.208
ANX,Brain_Hippocampus,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,4.477,7.57E-06,0.001,0.002,0.277,0.531,0.189
ANX,Brain_Hippocampus,ALL.NM_024516@PAGR1@chr16@+,PAGR1,-3.944,0.00008,0.672,0.239,0.009,0.003,0.077
ANX,Brain_Hippocampus,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.60777,7.45E-18,0,0,0,0.014,0.986
ANX,Brain_Hippocampus,ALL.NM_001330125@VAMP2@chr17@-,VAMP2,-5.17011,2.34E-07,0.063,0.062,0.033,0.031,0.811
ANX,Brain_Hypothalamus,ALL.NM_018212@ENAH@chr1@-,ENAH,-3.948,7.88E-05,0,0.151,0,0.186,0.663
ANX,Brain_Hypothalamus,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.239,2.25E-05,0,0.082,0,0.026,0.892
ANX,Brain_Hypothalamus,ALL.NR_152211@AHSA2P@chr2@+,AHSA2P,3.929,8.54E-05,0,0.611,0,0.054,0.335
ANX,Brain_Hypothalamus,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-4.257,2.08E-05,0,0.082,0,0.026,0.892
ANX,Brain_Hypothalamus,ALL.NM_133625@SYN2@chr3@+,SYN2,4.63,3.66E-06,0.003,0.012,0.006,0.022,0.957
ANX,Brain_Hypothalamus,ALL.NM_002586@PBX2_6@chr6@-,PBX2,-3.98055,6.88E-05,0,0,0.601,0.025,0.373
ANX,Brain_Hypothalamus,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.42495,5.80E-08,0,0.001,0.078,0.64,0.281
ANX,Brain_Hypothalamus,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.40167,1.07E-05,0,0.001,0,0.936,0.063
ANX,Brain_Hypothalamus,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-5.09653,3.46E-07,0,0,0,0.001,0.999
ANX,Brain_Hypothalamus,ALL.NR_147705@LOC100129129_1@chr8@-,LOC100129129,8.546,1.28E-17,0,0,0.276,0.642,0.081
ANX,Brain_Hypothalamus,ALL.NM_001083537@FAM86B1_1@chr8@-,FAM86B1,8.482,2.22E-17,0,0,0.163,0.07,0.767
ANX,Brain_Hypothalamus,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,5.4118,6.24E-08,0,0.002,0.019,0.591,0.387
ANX,Brain_Hypothalamus,ALL.NM_018711@SVOP@chr12@-,SVOP,-4.2094,2.56E-05,0,0,0.102,0.892,0.005
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.0549,5.01E-05,0,0.097,0,0.031,0.871
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-4.0501,5.12E-05,0,0.097,0,0.031,0.871
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001354678@PRKCD@chr3@+,PRKCD,4.8923,9.97E-07,0,0,0.53,0.081,0.389
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_133625@SYN2@chr3@+,SYN2,4.791,1.66E-06,0.004,0.006,0.008,0.01,0.972
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_002586@PBX2_6@chr6@-,PBX2,-4.801,1.58E-06,0,0,0.862,0.098,0.04
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.3867,7.18E-08,0,0.001,0,0.918,0.081
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_004381@ATF6B_3@chr6@-,ATF6B,4.801,1.58E-06,0.001,0,0.871,0.082,0.046
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.3705,1.24E-05,0,0.001,0,0.996,0.003
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-4.6709,3.00E-06,0,0,0,0,1
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_018374@TMEM106B@chr7@+,TMEM106B,4.063,4.84E-05,0.366,0.055,0.223,0.033,0.323
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001130674@CALU@chr7@+,CALU,-4.08,4.50E-05,0.198,0.093,0.026,0.011,0.672
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NR_147705@LOC100129129_1@chr8@-,LOC100129129,5.8073,6.35E-09,0,0,0.527,0.419,0.054
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001083537@FAM86B1_1@chr8@-,FAM86B1,6.5457,5.92E-11,0,0,0.112,0.415,0.473
ANX,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,9.2106,3.24E-20,0,0,0,0.009,0.991
ANX,Brain_Putamen_basal_ganglia,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.0501,5.12E-05,0,0.091,0,0.029,0.88
ANX,Brain_Putamen_basal_ganglia,ALL.NM_002669@PLRG1@chr4@-,PLRG1,-4.183,2.88E-05,0.054,0.076,0.005,0.007,0.858
ANX,Brain_Putamen_basal_ganglia,ALL.NM_001201564@PLRG1@chr4@-,PLRG1,-4.183,2.88E-05,0.041,0.077,0.004,0.007,0.871
ANX,Brain_Putamen_basal_ganglia,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.063,4.13E-07,0,0.001,0.012,0.863,0.124
ANX,Brain_Putamen_basal_ganglia,ALL.NM_144591@BORCS7@chr10@+,BORCS7,-5.108,3.26E-07,0,0,0.282,0.198,0.52
ANX,Brain_Putamen_basal_ganglia,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,4.496,6.92E-06,0,0.003,0.017,0.811,0.169
ANX,Brain_Putamen_basal_ganglia,ALL.NM_020798@USP35@chr11@+,USP35,-4.069,4.73E-05,0.431,0.085,0.13,0.025,0.329
ANX,Brain_Putamen_basal_ganglia,ALL.NM_004450@ERH@chr14@-,ERH,-4.189,0.000028,0.284,0.046,0.185,0.03,0.455
ANX,Brain_Putamen_basal_ganglia,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,8.635,5.87E-18,0,0,0.135,0.009,0.855
ANX,Brain_Putamen_basal_ganglia,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,7.892,2.98E-15,0,0,0,0.011,0.989
ANX,Brain_Putamen_basal_ganglia,ALL.NM_032514@MAP1LC3A@chr20@+,MAP1LC3A,4.479,7.50E-06,0.038,0.2,0.046,0.238,0.478
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NR_045213@FCGR1B@chr1@+,FCGR1B,4.0751,0.000046,0.845,0.064,0.029,0.002,0.06
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.23092,2.33E-05,0,0.085,0,0.027,0.887
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-4.23249,2.31E-05,0,0.085,0,0.027,0.887
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.15E+00,2.58E-07,0,0,0.365,0.03,0.605
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NM_001166538@LST1_7@chr6@+,LST1,-4.75E+00,1.99E-06,0,0,0.582,0.07,0.348
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-5.16E+00,2.44E-07,0,0.001,0,0.913,0.086
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-5.65E+00,1.62E-08,0,0,0,0.005,0.994
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NR_029461@LST1_7@chr6@+,LST1,-5.06E+00,4.12E-07,0,0,0.587,0.048,0.364
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NR_029462@LST1_7@chr6@+,LST1,-4.87E+00,1.12E-06,0,0,0.511,0.045,0.444
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NR_147705@LOC100129129_1@chr8@-,LOC100129129,4.635,3.57E-06,0,0,0.52,0.361,0.119
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NR_038118@MMAB@chr12@-,MMAB,-5.555,2.78E-08,0,0,0.799,0.159,0.042
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NM_019589@YLPM1@chr14@+,YLPM1,-3.97431,7.06E-05,0,0,0.581,0.091,0.328
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.912,4.99E-19,0,0,0.001,0.01,0.989
ANX,Brain_Spinal_cord_cervical_c-1,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-6.735,1.64E-11,0,0,0.002,0.013,0.985
ANX,Brain_Substantia_nigra,ALL.NM_018212@ENAH@chr1@-,ENAH,-4.772,1.83E-06,0.007,0.098,0.009,0.12,0.766
ANX,Brain_Substantia_nigra,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-3.9073,9.33E-05,0,0.087,0,0.028,0.885
ANX,Brain_Substantia_nigra,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.8666,4.45E-09,0,0,0.218,0.033,0.749
ANX,Brain_Substantia_nigra,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-5.8704,4.35E-09,0,0,0.019,0.35,0.63
ANX,Brain_Substantia_nigra,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-6.2979,3.02E-10,0,0,0,0,1
ANX,Brain_Substantia_nigra,ALL.NR_033999@LOC100129148@chr7@-,LOC100129148,-4.537,5.70E-06,0.312,0.028,0.39,0.035,0.236
ANX,Brain_Substantia_nigra,ALL.NR_147705@LOC100129129_1@chr8@-,LOC100129129,4.866,1.14E-06,0,0,0.553,0.297,0.151
ANX,PsychENCODE_DLPFC,ALL.NM_001008493@ENAH@1@-,ENAH,-4.279,1.88E-05,0,0.158,0,0.189,0.652
ANX,PsychENCODE_DLPFC,ALL.NM_001294333@ATP6V0B@1@+,ATP6V0B,4.2952,1.75E-05,0.001,0,0.905,0.063,0.031
ANX,PsychENCODE_DLPFC,ALL.NM_001271790@DYNC1I2@2@+,DYNC1I2,-4.2837,1.84E-05,0,0.096,0,0.029,0.875
ANX,PsychENCODE_DLPFC,ALL.NM_001378@DYNC1I2@2@+,DYNC1I2,-4.289,1.79E-05,0,0.096,0,0.029,0.875
ANX,PsychENCODE_DLPFC,ALL.NM_052859@RFT1@3@-,RFT1,-4.565,4.99E-06,0,0,0.581,0.402,0.016
ANX,PsychENCODE_DLPFC,ALL.NM_014041@SPCS1@3@+,SPCS1,-5.376,7.62E-08,0,0,0.054,0.489,0.457
ANX,PsychENCODE_DLPFC,ALL.NM_001201564@PLRG1@4@-,PLRG1,-4.2983,1.72E-05,0,0.102,0,0.009,0.889
ANX,PsychENCODE_DLPFC,ALL.NM_001008388@CISD2@4@+,CISD2,-4.27179,1.94E-05,0,0.883,0,0.009,0.108
ANX,PsychENCODE_DLPFC,ALL.NM_001364583@PAM@5@+,PAM,-4.8148,1.47E-06,0,0.006,0,0.081,0.913
ANX,PsychENCODE_DLPFC,ALL.NM_198449@EMB@5@-,EMB,4.474,7.68E-06,0.387,0.008,0.329,0.006,0.271
ANX,PsychENCODE_DLPFC,ALL.NM_001254717@DAXX_4@6@-,DAXX,-4.4331,9.29E-06,0,0.143,0,0.842,0.015
ANX,PsychENCODE_DLPFC,ALL.NM_197964@FMC1@7@+,FMC1,4.2546,2.09E-05,0.061,0.045,0.07,0.051,0.773
ANX,PsychENCODE_DLPFC,ALL.NM_018374@TMEM106B@7@+,TMEM106B,5.4765,4.34E-08,0,0.12,0,0.071,0.809
ANX,PsychENCODE_DLPFC,ALL.NM_015458@MTMR9@8@+,MTMR9,-6.076,1.23E-09,0,0,0.526,0.465,0.009
ANX,PsychENCODE_DLPFC,ALL.NM_001369535@NTRK2@9@+,NTRK2,-5.1151,3.14E-07,0.004,0.01,0.006,0.016,0.964
ANX,PsychENCODE_DLPFC,ALL.NM_144591@BORCS7@10@+,BORCS7,-5.941,2.83E-09,0,0,0.285,0.065,0.649
ANX,PsychENCODE_DLPFC,ALL.NM_019040@ELP4@11@+,ELP4,5.74697,9.09E-09,0,0,0.014,0.113,0.873
ANX,PsychENCODE_DLPFC,ALL.NM_001085465@CTNND1@11@+,CTNND1,5.809,6.28E-09,0,0,0,0.03,0.97
ANX,PsychENCODE_DLPFC,ALL.NR_037646@TMX2-CTNND1@11@+,TMX2-CTNND1,5.809,6.28E-09,0,0,0.039,0.029,0.932
ANX,PsychENCODE_DLPFC,ALL.NM_001317231@MTCH2@11@-,MTCH2,4.94646,7.56E-07,0,0.003,0,0.635,0.363
ANX,PsychENCODE_DLPFC,ALL.NM_014342@MTCH2@11@-,MTCH2,4.94447,7.64E-07,0,0.003,0,0.634,0.363
ANX,PsychENCODE_DLPFC,ALL.NM_014239@EIF2B2@14@+,EIF2B2,5.7096,1.13E-08,0,0,0.011,0.114,0.875
ANX,PsychENCODE_DLPFC,ALL.NM_001363805@ARL17B@17@-,ARL17B,-8.241,1.71E-16,0,0,0.03,0.034,0.936
ANX,PsychENCODE_DLPFC,ALL.NM_001113738@ARL17A_2@17@-,ARL17A,8.7973,1.40E-18,0,0,0,0.018,0.982
ANX,PsychENCODE_DLPFC,ALL.NM_001330244@ARL17A_2@17@-,ARL17A,-8.241,1.71E-16,0,0,0.034,0.033,0.933
ANX,PsychENCODE_DLPFC,ALL.NM_001288811@ARL17A_2@17@-,ARL17A,4.8648,1.15E-06,0,0,0.47,0.009,0.521
ANX,ROSMAP_DLPFC,ALL.NM_018216@PANK4@1@-,PANK4,-4.6413,3.46E-06,0.591,0.038,0.325,0.021,0.025
ANX,ROSMAP_DLPFC,ALL.NM_001271790@DYNC1I2@2@+,DYNC1I2,-4.3249,1.53E-05,0,0.089,0,0.026,0.885
ANX,ROSMAP_DLPFC,ALL.NM_001005753@CHMP3@2@-,CHMP3,-4.301,1.70E-05,0,0.049,0,0.03,0.921
ANX,ROSMAP_DLPFC,ALL.NM_001378@DYNC1I2@2@+,DYNC1I2,-4.3192,1.57E-05,0,0.089,0,0.026,0.885
ANX,ROSMAP_DLPFC,ALL.NM_133625@SYN2@3@+,SYN2,4.524,6.07E-06,0.002,0.019,0.003,0.031,0.946
ANX,ROSMAP_DLPFC,ALL.NM_007114@TMF1@3@-,TMF1,4.206,2.60E-05,0.259,0.029,0.334,0.037,0.34
ANX,ROSMAP_DLPFC,ALL.NM_001364583@PAM@5@+,PAM,-4.93,8.22E-07,0,0.003,0,0.036,0.961
ANX,ROSMAP_DLPFC,ALL.NM_002586@PBX2_6@6@-,PBX2,-4.4284,9.50E-06,0,0,0,0.977,0.023
ANX,ROSMAP_DLPFC,ALL.NM_001286432@REV3L@6@-,REV3L,-4.33,1.49E-05,0,0.045,0,0.007,0.949
ANX,ROSMAP_DLPFC,ALL.NM_002117@HLA-C_6@6@-,HLA-C,-4.3732,1.22E-05,0,0.001,0,0.915,0.084
ANX,ROSMAP_DLPFC,ALL.NR_120608@TUBB_7@6@+,TUBB,-4.8165,1.46E-06,0,0.006,0,0,0.994
ANX,ROSMAP_DLPFC,ALL.NM_001293214@TUBB_7@6@+,TUBB,-4.5377,5.69E-06,0,0.016,0,0.003,0.982
ANX,ROSMAP_DLPFC,ALL.NM_001293213@TUBB_7@6@+,TUBB,-5.0225,5.10E-07,0,0.005,0,0,0.995
ANX,ROSMAP_DLPFC,ALL.NM_001286431@REV3L@6@-,REV3L,-4.33,1.49E-05,0,0.045,0,0.007,0.949
ANX,ROSMAP_DLPFC,ALL.NM_004225@MFHAS1@8@-,MFHAS1,-8.9192,4.70E-19,0,0,0,0.606,0.394
ANX,ROSMAP_DLPFC,ALL.NM_001123355@PPP6C@9@-,PPP6C,5.4468,5.13E-08,0,0,0,0.06,0.94
ANX,ROSMAP_DLPFC,ALL.NM_019040@ELP4@11@+,ELP4,5.838,5.28E-09,0,0,0.002,0.341,0.656
ANX,ROSMAP_DLPFC,ALL.NM_001317231@MTCH2@11@-,MTCH2,4.3514,1.35E-05,0,0.003,0,0.626,0.371
ANX,ROSMAP_DLPFC,ALL.NM_014342@MTCH2@11@-,MTCH2,4.3801,1.19E-05,0,0.003,0,0.627,0.371
ANX,ROSMAP_DLPFC,ALL.NM_052845@MMAB@12@-,MMAB,-4.445,8.79E-06,0,0,0,0.951,0.049
ANX,ROSMAP_DLPFC,ALL.NR_126394@ACYP1@14@-,ACYP1,5.862,4.58E-09,0,0,0.021,0.212,0.768
ANX,ROSMAP_DLPFC,ALL.NM_001377267@MAPT_1@17@+,MAPT,-8.622,6.55E-18,0,0,0,0.012,0.988
ANX,ROSMAP_DLPFC,ALL.NM_001113738@ARL17A_2@17@-,ARL17A,-6.166,7.01E-10,0,0,0.255,0.576,0.169
ANX,ROSMAP_DLPFC,ALL.NM_001203251@MAPT_1@17@+,MAPT,-8.632,6.02E-18,0,0,0,0.012,0.988
ANX,ROSMAP_DLPFC,ALL.NM_001288811@ARL17A_2@17@-,ARL17A,8.539,1.35E-17,0,0,0,0.001,0.999
ANX,ROSMAP_DLPFC,ALL.NM_006340@BAIAP2@17@+,BAIAP2,-4.25,2.14E-05,0,0.001,0,0.086,0.912
ANX,ROSMAP_DLPFC,ALL.NM_001256299@LINC02210-CRHR1_2@17@+,LINC02210-CRHR1,-8.635,5.87E-18,0,0,0.44,0.006,0.554
ANX,ROSMAP_DLPFC,ALL.NM_005008@SNU13@22@-,SNU13,-4.304,1.68E-05,0,0,0.02,0.931,0.049
DEP,Brain_Amygdala,ALL.NR_024188@PPP1R21@chr2@+,PPP1R21,4.0839,4.43E-05,0.054,0.008,0.32,0.045,0.573
DEP,Brain_Amygdala,ALL.NM_001193475@PPP1R21@chr2@+,PPP1R21,4.0601,4.91E-05,0.053,0.008,0.314,0.044,0.58
DEP,Brain_Amygdala,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-3.8966,9.75E-05,0,0.551,0,0.032,0.417
DEP,Brain_Amygdala,ALL.NM_001142501@MON1A@chr3@-,MON1A,6.09796,1.07E-09,0,0,0.549,0.231,0.22
DEP,Brain_Amygdala,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.396,0.000011,0.001,0.001,0.174,0.156,0.668
DEP,Brain_Amygdala,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,7.559,4.07E-14,0,0,0,0.01,0.989
DEP,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001199135@TANK@chr2@+,TANK,3.939,8.18E-05,0.204,0.146,0.029,0.02,0.602
DEP,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_015933@TMA7@chr3@+,TMA7,4.13,3.63E-05,0.115,0.05,0.266,0.115,0.454
DEP,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.13,3.63E-05,0.109,0.051,0.254,0.118,0.468
DEP,Brain_Anterior_cingulate_cortex_BA24,ALL.NR_038118@MMAB@chr12@-,MMAB,-3.957,7.59E-05,0,0,0.037,0.89,0.072
DEP,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,7.763,8.32E-15,0,0,0,0.012,0.988
DEP,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_032758@PHF5A@chr22@-,PHF5A,5.026,5.00E-07,0,0.011,0,0.44,0.549
DEP,Brain_Caudate_basal_ganglia,ALL.NM_015933@TMA7@chr3@+,TMA7,4.13,3.63E-05,0.246,0.015,0.57,0.034,0.135
DEP,Brain_Caudate_basal_ganglia,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.13,3.63E-05,0.235,0.018,0.546,0.04,0.16
DEP,Brain_Caudate_basal_ganglia,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.218,1.81E-07,0,0,0.014,0.046,0.94
DEP,Brain_Caudate_basal_ganglia,ALL.NM_001083537@FAM86B1_1@chr8@-,FAM86B1,6.0208,1.74E-09,0.006,0.001,0.573,0.049,0.371
DEP,Brain_Caudate_basal_ganglia,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,4.1199,3.79E-05,0,0,0.119,0.798,0.083
DEP,Brain_Caudate_basal_ganglia,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,4.1143,3.88E-05,0,0,0.114,0.801,0.085
DEP,Brain_Caudate_basal_ganglia,ALL.NM_033121@ANKRD13A@chr12@+,ANKRD13A,4.182,2.89E-05,0,0.093,0,0.906,0.001
DEP,Brain_Caudate_basal_ganglia,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-8.561,1.12E-17,0,0,0.097,0.011,0.892
DEP,Brain_Cerebellar_Hemisphere,ALL.NR_152211@AHSA2P@chr2@+,AHSA2P,4.3343,1.46E-05,0,0.84,0,0.017,0.143
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_015933@TMA7@chr3@+,TMA7,4.2708,1.95E-05,0,0.071,0,0.165,0.763
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.1699,3.05E-05,0,0.071,0,0.165,0.763
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_032316@NICN1@chr3@-,NICN1,-5.967,2.42E-09,0,0,0,0.949,0.051
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,5.348,8.89E-08,0,0,0.365,0.535,0.1
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,5.348,8.89E-08,0,0,0.36,0.539,0.101
DEP,Brain_Cerebellar_Hemisphere,ALL.NR_038118@MMAB@chr12@-,MMAB,-4.867,1.13E-06,0,0,0,0.915,0.084
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_014239@EIF2B2@chr14@+,EIF2B2,5.186,2.15E-07,0,0,0.539,0.073,0.388
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.38,5.29E-17,0,0,0,0.017,0.983
DEP,Brain_Cerebellar_Hemisphere,ALL.NR_027782@PLEKHM1_2@chr17@-,PLEKHM1,-7.358,1.87E-13,0,0,0.464,0.513,0.024
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,8.567,1.06E-17,0,0,0,0.011,0.989
DEP,Brain_Cerebellar_Hemisphere,ALL.NM_032758@PHF5A@chr22@-,PHF5A,4.227,2.37E-05,0,0.018,0.001,0.729,0.251
DEP,Brain_Cerebellum,ALL.NM_001376788@HP1BP3@chr1@-,HP1BP3,-4.18644,2.83E-05,0.085,0.381,0.011,0.047,0.476
DEP,Brain_Cerebellum,ALL.NM_015933@TMA7@chr3@+,TMA7,4.13,3.63E-05,0.001,0.08,0.002,0.185,0.732
DEP,Brain_Cerebellum,ALL.NM_001329417@TMA7@chr3@+,TMA7,4.229,2.35E-05,0,0.058,0.001,0.134,0.806
DEP,Brain_Cerebellum,ALL.NM_032316@NICN1@chr3@-,NICN1,-6.114,9.72E-10,0,0,0,0.885,0.115
DEP,Brain_Cerebellum,ALL.NM_007024@TMEM115@chr3@-,TMEM115,-5.82861,5.59E-09,0.002,0.001,0.24,0.08,0.678
DEP,Brain_Cerebellum,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.60799,4.07E-06,0,0.007,0,0.991,0.002
DEP,Brain_Cerebellum,ALL.NM_018374@TMEM106B@chr7@+,TMEM106B,6.565,5.20E-11,0,0,0.002,0.007,0.991
DEP,Brain_Cerebellum,ALL.NM_001003677@C11orf49@chr11@+,C11orf49,-5.5622,2.66E-08,0,0,0.668,0.118,0.214
DEP,Brain_Cerebellum,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,6.8831,5.86E-12,0,0,0,0.848,0.152
DEP,Brain_Cerebellum,ALL.NM_001278222@C11orf49@chr11@+,C11orf49,-5.4516,4.99E-08,0,0,0.646,0.14,0.213
DEP,Brain_Cerebellum,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,6.9638,3.31E-12,0,0,0,0.848,0.152
DEP,Brain_Cerebellum,ALL.NM_001376435@CELF1@chr11@-,CELF1,-5.2857,1.25E-07,0,0,0.679,0.117,0.204
DEP,Brain_Cerebellum,ALL.NM_001376369@CELF1@chr11@-,CELF1,-5.291,1.22E-07,0,0,0.682,0.12,0.197
DEP,Brain_Cerebellum,ALL.NM_001003676@C11orf49@chr11@+,C11orf49,-5.5622,2.66E-08,0,0,0.668,0.118,0.214
DEP,Brain_Cerebellum,ALL.NM_001376451@CELF1@chr11@-,CELF1,-5.2749,1.33E-07,0,0,0.679,0.117,0.204
DEP,Brain_Cerebellum,ALL.NM_001172639@CELF1@chr11@-,CELF1,-5.5068,3.65E-08,0,0,0.636,0.12,0.244
DEP,Brain_Cerebellum,ALL.NM_003566@EEA1@chr12@-,EEA1,-4.2807,1.86E-05,0.842,0.135,0.016,0.003,0.004
DEP,Brain_Cerebellum,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.7932,1.45E-18,0,0,0,0.009,0.991
DEP,Brain_Cerebellum,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,8.562,1.11E-17,0,0,0,0.011,0.989
DEP,Brain_Cerebellum,ALL.NM_032758@PHF5A@chr22@-,PHF5A,4.081,4.49E-05,0,0.023,0.005,0.903,0.07
